ID,output
16588.0,566024.0535958419
17513.0,954693.4667237554
14448.0,19975.649682756048
13972.0,732186.076917673
18321.0,58.56673395098187
19593.0,29598.727595457807
16569.0,66918.8611302774
11736.0,-0.006399932783097029
18654.0,14.433940561721101
12539.0,120078.80564778694
19545.0,-85.77719073696062
10113.0,1541292.9048888914
19387.0,957939.6877905416
10985.0,98951.6917505362
18805.0,118889699.74985233
12993.0,34584.76984197181
17187.0,13878818.805513307
11290.0,426148.7969921343
12106.0,20538.429661435075
11139.0,1338.5204784902744
15128.0,0.29775200923904777
12377.0,34.65061721508391
14751.0,12.285341278417036
16358.0,1475.8389029754326
19049.0,21584.67478093505
16516.0,230.58261161926202
14279.0,6350910.168697089
16575.0,-0.24014708632603288
15346.0,1181.82277927408
15781.0,10756451.485752929
11337.0,2153181.8772891196
15504.0,1609292.8746979446
17577.0,2320.248125263024
12165.0,6154117.793426082
19686.0,829569.39411654
17595.0,50971934.61266371
19063.0,114.58582688868046
18021.0,42501.86882651807
15871.0,350178.0273550295
18421.0,219618.27519672783
19824.0,482931.72402450675
17593.0,40862.14298403589
11554.0,-0.8781018857844174
15583.0,2638.967384835705
15763.0,135369.07653317042
11463.0,1051.8518220516853
18339.0,-9.997532573528588
18891.0,0.03664023708552122
18323.0,27376.048165469896
17899.0,1542979.224664868
17949.0,0.316893357783556
19725.0,20983.41602801252
11808.0,10459.277657357976
11819.0,0.14768036897294223
11797.0,321449.28534492245
13533.0,72513.28958720271
10394.0,460.00733790453523
17955.0,0.9541239973623306
15031.0,177.69004528736696
19044.0,-1.2282182429917157
10621.0,28082.812301461818
13544.0,84064.6535320566
15924.0,32760524.684794985
12496.0,173230.7282852952
14336.0,0.9020907832309604
14125.0,4137.243215736933
18010.0,-17.394858554471284
11741.0,2536.3811468542553
11334.0,6.581043163314462
10169.0,20052037.942631334
10289.0,5974.930481601972
18863.0,818881.9253175128
18027.0,7.015466910088435
13843.0,0.9886919788550586
12857.0,696.2703057923354
19644.0,38780.08665783703
11890.0,3062270.583702332
19655.0,25524554.92738084
11680.0,0.04002332757227123
11438.0,147.97286450467072
16563.0,33590.016331986524
16062.0,568.3597694011405
11596.0,0.5046395058743656
17546.0,0.011651790700852871
10916.0,3424.113414132269
16710.0,1663428.2861147895
11916.0,79082.63273539138
10241.0,8324.69141414971
17723.0,19780.231426876504
10445.0,38081.828091428615
13158.0,1140.9459312264808
16643.0,14.598405142314732
10793.0,2917246.7268393002
15030.0,127.28287646127865
13004.0,0.2833019602112472
19252.0,2.0809800806455314
17842.0,19.14900597021915
18973.0,1446.7917653701734
13769.0,0.5879560657776892
14700.0,172.1327968481928
14502.0,68.0390470707789
19819.0,80859.6231482469
10290.0,491.0500456208829
11288.0,480.3699357358273
15502.0,112.13336132792756
10388.0,653828.8007850656
17682.0,25737215.452638805
12236.0,589.1311892364174
16370.0,2890.464541826863
11591.0,4158.815328844823
14398.0,109032887.2051195
10079.0,26290.030571632087
12735.0,101687.74522082042
18768.0,-0.994194108992815
19410.0,12326.874615393812
14880.0,276063.2341902824
19662.0,1016.7337692882866
15613.0,5.971244131680578
17595.0,4354.625731734792
15476.0,5046712.0267386865
12936.0,769657.8311258384
10521.0,7450.557052640477
14300.0,-0.2961315815337002
10105.0,93572.6990842279
14887.0,12269.42995075509
11663.0,371766.6628113752
16696.0,1661.6633127303794
14942.0,-0.23994681355543435
14623.0,1327.8526098281145
13516.0,177716.6468364671
19323.0,0.03181195096112788
11303.0,49947945.953760944
18508.0,1145.5195055450313
14450.0,5017201.631687241
12305.0,60085.31354267197
11774.0,108.87520342459902
17234.0,84905.07644665148
11124.0,598355.2330871159
19525.0,4.075649040751159
17843.0,154599.25968469004
11802.0,63915.56298574852
16368.0,65328.94647554471
10820.0,0.0019331574440002441
18236.0,5.809734945883974
17090.0,5.7233387713786215
14379.0,-5.630517082056031
14408.0,-0.9896138571202755
15492.0,56223.495486728614
19092.0,29003031.90710148
18976.0,4962.566735762171
16118.0,52278.02498318069
17879.0,1428.7161760127638
14949.0,29885.0855830987
15327.0,3191.4382859445177
10869.0,3420944.1784213316
16950.0,2940.3700952683575
10721.0,158636.0867544287
11594.0,76232.40309548983
13900.0,12284.327441195492
14986.0,29317626.951858558
11632.0,37386.10096794297
19763.0,68836.77479799837
19276.0,285.03676944295876
18387.0,764.2654029582627
10534.0,2705537.521156138
12128.0,12100.080128937028
13405.0,11.623045849148184
12615.0,14113.112621844979
18442.0,9698690.382031087
17955.0,7586430.207366914
10249.0,3624736.3920165356
12732.0,34983.88600490661
16720.0,9662.12763131666
18599.0,47850.13721506763
15789.0,15928.952079639304
11810.0,-0.6876071491278708
12544.0,1511062.6852093316
19259.0,1.1159182242117822
10291.0,108407.50711359154
10226.0,24.764223711565137
11705.0,17.755668526515365
10503.0,2549563.317986559
10093.0,0.20137898717075586
19939.0,807.6584822617006
17187.0,2050945.7460901113
16503.0,92.43038279307075
18432.0,23801.44537050184
11641.0,7403.237188415369
11488.0,1358.6395721053705
16275.0,4119415.9570634374
16969.0,15500.53016653657
16381.0,300391.38935557636
13228.0,216882.25939165708
11833.0,-0.014522883109748363
19496.0,13.461177513934672
14659.0,321.6158060929738
17264.0,53341.300454068696
16554.0,2465299.355966921
10400.0,2308.896758099785
10719.0,17353.838295650203
13561.0,386126.4686242263
14415.0,220037.1899026162
13269.0,-0.0026655360125005245
14857.0,25.507270218571648
18444.0,97.67415893333964
19781.0,0.2137212809175253
12760.0,456897.33650519187
14610.0,1647.0544082825072
12850.0,219.30884087923914
15337.0,101103.69863823988
15795.0,162407716.05866614
10759.0,1944.4869013265707
12163.0,27.462362240767106
19809.0,2.552609895123169
12269.0,755265.9275947771
15668.0,2.468498094705865
13682.0,10288.536750923842
19972.0,50715.84294569306
18844.0,1.06539957690984
19940.0,1690806.6954135513
17450.0,9594754.442542344
16187.0,0.003436586819589138
18757.0,182592.20468281303
17596.0,-3.763663506601006
14471.0,46743.76990623935
15547.0,3487461.8419284215
15528.0,34998.26549255429
19582.0,5.558378501562402
15654.0,239885.75091779046
16405.0,3243.3652241625823
14234.0,12329.643170186784
10123.0,2853.4481890029274
18630.0,644754.0724543615
13091.0,4.180574687430635
16896.0,38929.14125588653
12612.0,14.282703596400097
10479.0,3478769.209823066
13977.0,2273.346779006999
11186.0,519182.594156381
15766.0,1366558.135710435
17315.0,1336978.611839596
12461.0,4.603561850497499
10886.0,360775.40486813197
17123.0,44028.762032923754
13951.0,140143.26006063865
11191.0,462.5040169097483
12115.0,1.702231228351593
18754.0,2091.5739402770996
16720.0,490.67165155289695
17938.0,0.6491307346150279
17046.0,735314.9915812372
17856.0,9238.960824051872
19217.0,740.7553929879796
13758.0,1106678.9329636095
18423.0,123863.85021666135
13901.0,22.55894516967237
19741.0,43983.22672688775
15122.0,12186553.593712818
12268.0,473297.1075128387
11702.0,14201013.692088364
17483.0,0.6096998215653002
16206.0,2313.4041553963907
10407.0,348530.9468048932
12709.0,4791.3113305117
14405.0,0.011223734356462955
14044.0,329553.9760962706
11590.0,12384924.84383246
11753.0,117284.05412665335
17426.0,3828274.2368809707
14295.0,14809989.51611365
16448.0,14.182490749750286
15559.0,6.593277514213696
12336.0,23881.683785288827
10046.0,77.02272243751213
12545.0,23532.187706343597
10859.0,4.209865350741893
19543.0,50209.92026789207
16823.0,20203.1086747949
16162.0,52498.22610755218
10728.0,514080.41314790957
10154.0,1390011.8109390847
12341.0,3576.6748716258444
19110.0,2308467.853410543
11365.0,766400.5332691739
17373.0,1830327.9130919373
13383.0,2.7018004837445915
11120.0,2593002.8016899223
17993.0,20068.46512237331
16528.0,192.78550595836714
11078.0,201909.55607090425
